,movie,year,content_rating,genre,duration_min,imdb_rating,metascore,votes
0,Disenchanted,2022,PG,"['Animation', ' Adventure', ' Comedy']",119,5.8,50,8571
1,Barbarian,2022,R,"['Horror', ' Mystery', ' Thriller']",102,7.1,78,84913
2,Black Panther,2018,PG-13,"['Action', ' Adventure', ' Sci-Fi']",134,7.3,88,763886
3,See How They Run,2022,PG-13,"['Comedy', ' Mystery']",98,6.5,60,28482
4,Enchanted,,PG,"['Animation', ' Adventure', ' Comedy']",107,7.1,75,202415
5,Thor: Love and Thunder,,PG-13,"['Action', ' Adventure', ' Comedy']",118,6.3,57,311944
6,Strange World,,PG,"['Animation', ' Action', ' Adventure']",102,5.8,66,903
7,Home Alone,,PG,"['Comedy', ' Family']",103,7.7,63,566706
8,Chariots of Fire,,PG,"['Biography', ' Drama', ' Sport']",125,7.1,78,61157
9,Avatar,,PG-13,"['Action', ' Adventure', ' Fantasy']",162,7.8,83,1246167
10,The Santa Clause,,PG,"['Comedy', ' Drama', ' Family']",97,6.5,57,117334
11,Rogue One: A Star Wars Story,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.8,65,634606
12,Avengers: Endgame,,PG-13,"['Action', ' Adventure', ' Drama']",181,8.4,78,1119426
13,Fight Club,,R,['Drama'],139,8.8,66,2109486
14,Morbius,,PG-13,"['Action', ' Adventure', ' Horror']",104,5.2,35,120193
15,Doctor Strange in the Multiverse of Madness,,PG-13,"['Action', ' Adventure', ' Fantasy']",126,6.9,60,405398
16,Titanic,,PG-13,"['Drama', ' Romance']",194,7.9,75,1167589
17,Prey,,R,"['Action', ' Adventure', ' Drama']",99,7.2,71,184230
18,Death on the Nile,,PG-13,"['Crime', ' Drama', ' Mystery']",127,6.3,52,145206
19,The Princess Bride,,PG,"['Adventure', ' Family', ' Fantasy']",98,8,77,427741
20,Eternals,,PG-13,"['Action', ' Adventure', ' Fantasy']",156,6.3,52,338921
21,Avengers: Infinity War,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",149,8.4,68,1071709
22,Willow,,PG,"['Action', ' Adventure', ' Drama']",126,7.2,47,115839
23,Spider-Man,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",121,7.4,73,815750
24,Zootopia,,PG,"['Animation', ' Adventure', ' Comedy']",108,8,78,498020
25,Encanto,,PG,"['Animation', ' Comedy', ' Family']",102,7.2,75,218905
26,Pinocchio,,PG,"['Adventure', ' Comedy', ' Drama']",105,5.1,38,31593
27,The Santa Clause 2,,G,"['Comedy', ' Family', ' Fantasy']",104,5.7,48,57784
28,The King's Man,,R,"['Action', ' Adventure', ' Thriller']",131,6.3,44,145739
29,Free Guy,,PG-13,"['Action', ' Adventure', ' Comedy']",115,7.1,62,367139
30,Deadpool,,R,"['Action', ' Adventure', ' Comedy']",108,8,65,1033204
31,Home Alone 2: Lost in New York,,PG,"['Adventure', ' Comedy', ' Crime']",120,6.8,46,354534
32,Guardians of the Galaxy,,PG-13,"['Action', ' Adventure', ' Comedy']",121,8,76,1173522
33,Deadpool 2,,R,"['Action', ' Adventure', ' Comedy']",119,7.7,66,580258
34,Alien,,R,"['Horror', ' Sci-Fi']",117,8.5,89,879410
35,Brahmastra Part One: Shiva,,,"['Action', ' Adventure', ' Fantasy']",167,5.6,57,103588
36,Black Widow,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",134,6.7,67,375709
37,Guardians of the Galaxy Vol. 2,,PG-13,"['Action', ' Adventure', ' Comedy']",136,7.6,67,678431
38,The French Dispatch,,R,"['Comedy', ' Drama', ' Romance']",107,7.1,74,120882
39,The Prestige,,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",130,8.5,66,1326979
40,Pretty Woman,,R,"['Comedy', ' Romance']",119,7.1,51,326189
41,Star Wars,,PG,"['Action', ' Adventure', ' Fantasy']",121,8.6,90,1359092
42,Ford v Ferrari,,PG-13,"['Action', ' Biography', ' Drama']",152,8.1,81,391208
43,God Forbid,,TV-MA,['Documentary'],109,6.9,65,1200
44,Hocus Pocus,,PG,"['Comedy', ' Family', ' Fantasy']",96,6.9,43,143098
45,Gone Girl,,R,"['Drama', ' Mystery', ' Thriller']",149,8.1,79,978512
46,Black Swan,,R,"['Drama', ' Thriller']",108,8,79,766008
47,Hocus Pocus 2,,PG,"['Comedy', ' Family', ' Fantasy']",103,6,56,42654
48,The Avengers,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",143,8,69,1386658
49,Heat,,R,"['Action', ' Crime', ' Drama']",170,8.3,76,653265
50,The Princess Diaries,,G,"['Comedy', ' Family', ' Romance']",115,6.3,52,147380
51,Pirates of the Caribbean: The Curse of the Black Pearl,,PG-13,"['Action', ' Adventure', ' Fantasy']",143,8.1,63,1123763
52,The Parent Trap,,PG,"['Adventure', ' Comedy', ' Drama']",128,6.6,64,139418
53,Die Hard,,R,"['Action', ' Thriller']",132,8.2,72,873864
54,The Big Short,,R,"['Biography', ' Comedy', ' Drama']",130,7.8,81,431119
55,Iron Man,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",126,7.9,79,1055560
56,Spider-Man: Into the Spider-Verse,,PG,"['Animation', ' Action', ' Adventure']",117,8.4,87,523862
57,10 Things I Hate About You,,PG-13,"['Comedy', ' Drama', ' Romance']",97,7.3,70,343575
58,Captain America: The First Avenger,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",124,6.9,66,843399
59,Jojo Rabbit,,PG-13,"['Comedy', ' Drama', ' War']",108,7.9,58,387468
60,Nightmare Alley,,R,"['Crime', ' Drama', ' Thriller']",150,7,70,142301
61,Rosaline,,PG-13,"['Comedy', ' Romance']",95,6.4,61,5548
62,The Greatest Showman,,PG,"['Biography', ' Drama', ' Musical']",105,7.5,48,281997
63,The Lion King,,G,"['Animation', ' Adventure', ' Drama']",88,8.5,88,1053376
64,Fresh,,R,"['Comedy', ' Horror', ' Thriller']",114,6.7,67,53646
65,The Shape of Water,,R,"['Drama', ' Fantasy', ' Romance']",123,7.3,87,420026
66,Shang-Chi and the Legend of the Ten Rings,,PG-13,"['Action', ' Adventure', ' Fantasy']",132,7.4,71,378254
67,Office Space,,R,['Comedy'],89,7.7,68,268194
68,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",,PG,"['Adventure', ' Family', ' Fantasy']",143,6.9,75,399134
69,Thor: Ragnarok,,PG-13,"['Action', ' Adventure', ' Comedy']",130,7.9,74,748739
70,"Three Billboards Outside Ebbing, Missouri",,R,"['Comedy', ' Crime', ' Drama']",115,8.1,88,505514
71,Captain America: Civil War,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",147,7.8,75,784845
72,Lightyear,,PG,"['Animation', ' Action', ' Adventure']",100,6,60,101631
73,Once Upon a Time in America,,R,"['Crime', ' Drama']",229,8.3,75,352027
74,Cars,,G,"['Animation', ' Adventure', ' Comedy']",117,7.2,73,422146
75,Star Wars: The Rise Of Skywalker,,PG-13,"['Action', ' Adventure', ' Fantasy']",141,6.5,53,449708
76,The Last Duel,,R,"['Action', ' Drama', ' History']",152,7.4,67,155240
77,Coco,,PG,"['Animation', ' Adventure', ' Comedy']",105,8.4,81,504287
78,Ratatouille,,G,"['Animation', ' Adventure', ' Comedy']",111,8.1,96,733637
79,The Santa Clause 3: The Escape Clause,,G,"['Adventure', ' Comedy', ' Family']",92,4.8,32,38192
80,Logan,,R,"['Action', ' Drama', ' Sci-Fi']",137,8.1,77,760116
81,Venom,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",112,6.6,35,484114
82,The Revenant,,R,"['Action', ' Adventure', ' Drama']",156,8,76,801310
83,The Sixth Sense,,PG-13,"['Drama', ' Mystery', ' Thriller']",107,8.2,64,989995
84,Frozen,,PG,"['Animation', ' Adventure', ' Comedy']",102,7.4,75,624195
85,Beauty and the Beast,,PG,"['Adventure', ' Family', ' Fantasy']",129,7.1,65,309588
86,Thor,,PG-13,"['Action', ' Adventure', ' Fantasy']",115,7,57,848110
87,Hamilton,,PG-13,"['Biography', ' Drama', ' History']",160,8.4,90,94305
88,Cruella,,PG-13,"['Adventure', ' Comedy', ' Crime']",134,7.3,59,233496
89,Dead Poets Society,,PG,"['Comedy', ' Drama']",128,8.1,79,489831
90,Cinderella,,PG,"['Adventure', ' Drama', ' Family']",105,6.9,67,178282
91,West Side Story,,PG-13,"['Crime', ' Drama', ' Musical']",156,7.2,85,82695
92,Spider-Man: Homecoming,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,7.4,73,654235
93,Bohemian Rhapsody,,PG-13,"['Biography', ' Drama', ' Music']",134,7.9,49,537332
94,Moana,,PG,"['Animation', ' Adventure', ' Comedy']",107,7.6,81,335717
95,Fire of Love,,PG,['Documentary'],98,7.7,83,3109
96,Red Sparrow,,R,"['Action', ' Drama', ' Thriller']",140,6.6,53,187154
97,Avengers: Age of Ultron,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",141,7.3,66,860950
98,500 Days of Summer,,PG-13,"['Comedy', ' Drama', ' Romance']",95,7.7,76,516149
99,Mrs. Doubtfire,,PG-13,"['Comedy', ' Drama']",125,7.1,53,269166
100,Dodgeball: A True Underdog Story,,PG-13,"['Comedy', ' Sport']",92,6.7,55,251113
101,Star Wars: Episode I - The Phantom Menace,,PG,"['Action', ' Adventure', ' Fantasy']",136,6.5,51,804339
102,Toy Story,,G,"['Animation', ' Adventure', ' Comedy']",81,8.3,95,990210
103,X-Men,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",104,7.3,64,616375
104,Star Wars: Episode VII - The Force Awakens,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",138,7.8,80,928783
105,The Sound of Music,,G,"['Biography', ' Drama', ' Family']",172,8.1,63,234842
106,Captain Marvel,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",123,6.8,64,558565
107,The Rocky Horror Picture Show,,R,"['Comedy', ' Horror', ' Musical']",100,7.4,65,154014
108,Inside Out,,PG,"['Animation', ' Adventure', ' Comedy']",95,8.2,94,710960
109,Hidden Figures,,PG,"['Biography', ' Drama', ' History']",127,7.8,74,230542
110,X-Men: Apocalypse,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",144,6.9,52,435839
111,The Help,,PG-13,['Drama'],146,8.1,62,459446
112,Edward Scissorhands,,PG-13,"['Drama', ' Fantasy', ' Romance']",105,7.9,74,491503
113,A Time to Kill,,R,"['Crime', ' Drama', ' Thriller']",149,7.5,54,162209
114,Doctor Strange,,PG-13,"['Action', ' Adventure', ' Fantasy']",115,7.5,72,740059
115,Alita: Battle Angel,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",122,7.3,53,268052
116,Sweet Home Alabama,,PG-13,"['Comedy', ' Romance']",108,6.2,45,114850
117,Little Miss Sunshine,,R,"['Comedy', ' Drama']",101,7.8,80,481893
118,Turning Red,,PG,"['Animation', ' Adventure', ' Comedy']",100,7,83,119073
119,Moulin Rouge!,,PG-13,"['Drama', ' Musical', ' Romance']",127,7.6,66,286131
120,Freaky Friday,,PG,"['Comedy', ' Family', ' Fantasy']",97,6.3,70,140229
121,Father of the Bride,,PG,"['Comedy', ' Family', ' Romance']",105,6.5,51,78042
122,Spider-Man: Far from Home,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",129,7.4,69,489892
123,Bedazzled,,PG-13,"['Comedy', ' Fantasy']",93,6.1,49,105467
124,Venom: Let There Be Carnage,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",97,5.9,49,222930
125,Spider-Man 3,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",139,6.3,59,590486
126,Fantastic Mr. Fox,,PG,"['Animation', ' Adventure', ' Comedy']",87,7.9,83,232844
127,WALL路E,,G,"['Animation', ' Adventure', ' Family']",98,8.4,95,1111584
128,True Lies,,R,"['Action', ' Comedy', ' Thriller']",141,7.3,63,260076
129,Bridge to Terabithia,,PG,"['Drama', ' Family', ' Fantasy']",96,7.2,74,158700
130,Unfaithful,,R,"['Drama', ' Romance', ' Thriller']",124,6.7,63,90604
131,Star Wars: Episode V - The Empire Strikes Back,,PG,"['Action', ' Adventure', ' Fantasy']",124,8.7,82,1286521
132,Pirates of the Caribbean: Dead Men Tell No Tales,,PG-13,"['Action', ' Adventure', ' Fantasy']",129,6.5,39,312276
133,L.A. Confidential,,R,"['Crime', ' Drama', ' Mystery']",138,8.2,90,582916
134,Captain America: The Winter Soldier,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",136,7.8,70,843478
135,Independence Day,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",145,7,59,576011
136,"Monsters, Inc.",,G,"['Animation', ' Adventure', ' Comedy']",92,8.1,79,906357
137,Am茅lie,,R,"['Comedy', ' Romance']",122,8.3,69,755784
138,The Incredibles,,PG,"['Animation', ' Action', ' Adventure']",115,8,90,735303
139,In Time,,PG-13,"['Action', ' Sci-Fi', ' Thriller']",109,6.7,53,412632
140,Jungle Cruise,,PG-13,"['Action', ' Adventure', ' Comedy']",127,6.6,50,188435
141,Star Wars: Episode VI - Return of the Jedi,,PG,"['Action', ' Adventure', ' Fantasy']",131,8.3,58,1050132
142,The New Mutants,,PG-13,"['Action', ' Horror', ' Mystery']",94,5.3,43,80177
143,Birdman or (The Unexpected Virtue of Ignorance),,R,"['Comedy', ' Drama']",119,7.7,87,629727
144,Spider-Man 2,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",127,7.4,83,652365
145,Star Wars: Episode VIII - The Last Jedi,,PG-13,"['Action', ' Adventure', ' Fantasy']",152,6.9,84,630478
146,The Princess Diaries 2: Royal Engagement,,G,"['Comedy', ' Family', ' Romance']",113,5.8,43,82265
147,Tangled,,PG,"['Animation', ' Adventure', ' Comedy']",100,7.7,71,453576
148,Star Wars: Episode III - Revenge of the Sith,,PG-13,"['Action', ' Adventure', ' Fantasy']",140,7.6,68,790228
149,Up,,PG,"['Animation', ' Adventure', ' Comedy']",96,8.3,88,1040200
150,Remember the Titans,,PG,"['Biography', ' Drama', ' Sport']",113,7.8,48,216672
151,The Amazing Spider-Man,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",136,6.9,66,655867
152,Alice in Wonderland,,PG,"['Adventure', ' Family', ' Fantasy']",108,6.4,53,415921
153,Ant-Man,,PG-13,"['Action', ' Adventure', ' Comedy']",117,7.3,64,665019
154,Finding Nemo,,G,"['Animation', ' Adventure', ' Comedy']",100,8.2,90,1040578
155,Disobedience,,R,"['Drama', ' Romance']",114,6.6,74,31770
156,Hercules,,G,"['Animation', ' Adventure', ' Comedy']",93,7.3,74,232589
157,Glass,,PG-13,"['Drama', ' Horror', ' Sci-Fi']",129,6.6,43,244020
158,Ant-Man and the Wasp,,PG-13,"['Action', ' Adventure', ' Comedy']",118,7,70,401270
159,Percy Jackson & the Olympians: The Lightning Thief,,PG,"['Adventure', ' Family', ' Fantasy']",118,5.8,47,190108
160,Underwater,,PG-13,"['Action', ' Horror', ' Sci-Fi']",95,5.8,48,83427
161,Holes,,PG,"['Adventure', ' Comedy', ' Drama']",117,7,71,90394
162,Bad Times at the El Royale,,R,"['Crime', ' Drama', ' Mystery']",141,7.1,60,151148
163,The Little Mermaid,,G,"['Animation', ' Adventure', ' Comedy']",83,7.6,88,264299
164,Soul,,PG,"['Animation', ' Adventure', ' Comedy']",100,8,83,327942
165,A Christmas Carol,,PG,"['Animation', ' Adventure', ' Comedy']",96,6.8,55,116219
166,Juno,,PG-13,"['Comedy', ' Drama']",96,7.5,81,523606
167,John Carter,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",132,6.6,51,273992
168,Iron Man 2,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",124,6.9,57,815771
169,Pearl Harbor,,PG-13,"['Action', ' Drama', ' History']",183,6.2,44,333867
170,Iron Man Three,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",130,7.1,62,848215
171,Can't Buy Me Love,,PG-13,"['Comedy', ' Drama', ' Romance']",94,6.7,36,38375
172,Toy Story 4,,G,"['Animation', ' Adventure', ' Comedy']",100,7.7,84,250585
173,Mr. & Mrs. Smith,,PG-13,"['Action', ' Comedy', ' Crime']",120,6.5,55,497839
174,Solo: A Star Wars Story,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",135,6.9,62,346819
175,The Proposal,,PG-13,"['Comedy', ' Drama', ' Romance']",108,6.7,48,329467
176,Gifted,,PG-13,['Drama'],101,7.6,60,117691
177,Aladdin,,G,"['Animation', ' Adventure', ' Comedy']",90,8,86,419556
178,X: First Class,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",131,7.7,65,693153
179,Alien: Covenant,,R,"['Horror', ' Sci-Fi', ' Thriller']",122,6.4,65,282570
180,Mary Poppins,,G,"['Comedy', ' Family', ' Fantasy']",139,7.8,88,173565
181,Terminator: Dark Fate,,R,"['Action', ' Adventure', ' Sci-Fi']",128,6.2,54,178405
182,Natural Born Killers,,R,"['Action', ' Crime', ' Drama']",119,7.2,74,236528
183,The Night House,,R,"['Horror', ' Mystery', ' Thriller']",107,6.5,68,53741
184,TRON: Legacy,,PG,"['Action', ' Adventure', ' Sci-Fi']",125,6.8,49,338379
185,The Day After Tomorrow,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",124,6.4,47,449456
186,X-Men: Days of Future Past,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",132,7.9,75,712642
187,The Princess,,R,"['Action', ' Drama', ' Fantasy']",94,5.6,43,12697
188,Ad Astra,,PG-13,"['Adventure', ' Drama', ' Mystery']",123,6.5,80,235976
189,Raya and the Last Dragon,,PG,"['Animation', ' Action', ' Adventure']",107,7.3,74,151273
190,Luca,,PG,"['Animation', ' Adventure', ' Comedy']",95,7.4,71,162332
191,Night at the Museum,,PG,"['Adventure', ' Comedy', ' Family']",108,6.4,48,349159
192,The Sandlot,,PG,"['Comedy', ' Drama', ' Family']",101,7.8,55,93216
193,Speed,,R,"['Action', ' Adventure', ' Thriller']",116,7.3,78,365123
194,Into the Woods,,PG,"['Adventure', ' Comedy', ' Drama']",125,5.9,69,142178
195,George of the Jungle,,PG,"['Action', ' Adventure', ' Comedy']",92,5.5,53,78954
196,Big,,PG,"['Comedy', ' Drama', ' Fantasy']",104,7.3,73,222126
197,Pirates of the Caribbean: On Stranger Tides,,PG-13,"['Action', ' Adventure', ' Fantasy']",136,6.6,45,528702
198,Pirates of the Caribbean: Dead Man's Chest,,PG-13,"['Action', ' Adventure', ' Fantasy']",151,7.3,53,718999
199,The Mighty Ducks,,PG,"['Comedy', ' Drama', ' Family']",104,6.5,46,67202
200,Slumdog Millionaire,,R,"['Crime', ' Drama', ' Romance']",120,8,84,844921
201,The Princess and the Frog,,G,"['Animation', ' Adventure', ' Comedy']",97,7.1,73,146489
202,X-Men: The Last Stand,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",104,6.6,58,518030
203,Brazil,,R,"['Drama', ' Sci-Fi']",132,7.9,84,201629
204,Diary of a Wimpy Kid,,PG,"['Comedy', ' Drama', ' Family']",94,6.2,56,51876
205,Breaking Away,,PG,"['Comedy', ' Drama', ' Sport']",101,7.7,91,24069
206,Ice Age,,PG,"['Animation', ' Adventure', ' Comedy']",81,7.5,61,483470
207,X-Men Origins: Wolverine,,PG-13,"['Action', ' Sci-Fi']",107,6.5,40,506169
208,Star Wars: Episode II - Attack of the Clones,,PG,"['Action', ' Adventure', ' Fantasy']",142,6.6,54,710262
209,Who Framed Roger Rabbit,,PG,"['Animation', ' Adventure', ' Comedy']",104,7.7,83,202440
210,The Amazing Spider-Man 2,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",142,6.6,53,498244
211,Splash,,PG,"['Comedy', ' Fantasy', ' Romance']",111,6.3,71,78001
212,Deck the Halls,,PG,"['Comedy', ' Family']",93,5,28,28432
213,Thor: The Dark World,,PG-13,"['Action', ' Adventure', ' Fantasy']",112,6.8,54,682581
214,A Bug's Life,,G,"['Animation', ' Adventure', ' Comedy']",95,7.2,77,293988
215,Anastasia,,G,"['Animation', ' Adventure', ' Drama']",94,7.1,61,125052
216,Mulan,,PG-13,"['Action', ' Adventure', ' Drama']",115,5.7,66,148516
217,Maleficent,,PG,"['Adventure', ' Family', ' Fantasy']",97,6.9,56,376663
218,Hot Tub Time Machine,,R,"['Comedy', ' Sci-Fi']",101,6.4,63,176433
219,While You Were Sleeping,,PG,"['Comedy', ' Drama', ' Romance']",103,6.7,67,104167
220,A Cure for Wellness,,R,"['Drama', ' Fantasy', ' Horror']",146,6.4,47,99942
221,A Goofy Movie,,G,"['Animation', ' Adventure', ' Comedy']",78,6.9,53,55764
222,Frozen II,,PG,"['Animation', ' Adventure', ' Comedy']",103,6.8,64,172730
223,Big Trouble in Little China,,PG-13,"['Action', ' Adventure', ' Comedy']",99,7.2,53,141982
224,Coyote Ugly,,PG-13,"['Comedy', ' Drama', ' Music']",100,5.7,27,115993
225,X-Men: Dark Phoenix,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",113,5.7,43,187978
226,Sky High,,PG,"['Action', ' Comedy', ' Family']",100,6.3,62,88263
227,Miss Peregrine's Home for Peculiar Children,,PG-13,"['Adventure', ' Drama', ' Family']",127,6.7,57,173986
228,X2: X-Men United,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",134,7.4,68,551286
229,The Fountain,,PG-13,"['Drama', ' Mystery', ' Romance']",97,7.2,51,239996
230,Ever After: A Cinderella Story,,PG-13,"['Comedy', ' Drama', ' Romance']",121,7.1,66,76503
231,Return to Oz,,PG,"['Adventure', ' Family', ' Fantasy']",113,6.7,42,27975
232,National Treasure,,PG,"['Action', ' Adventure', ' Mystery']",131,6.9,40,333895
233,Nomadland,,R,['Drama'],107,7.3,92,160934
234,Bruce Almighty,,PG-13,"['Comedy', ' Fantasy']",101,6.8,46,404948
235,Atlantis: The Lost Empire,,PG,"['Animation', ' Action', ' Adventure']",95,6.9,52,121213
236,The Emperor's New Groove,,G,"['Animation', ' Adventure', ' Comedy']",78,7.4,70,205254
237,Antlers,,R,"['Drama', ' Horror', ' Mystery']",99,5.9,57,38415
238,The Fault in Our Stars,,PG-13,"['Drama', ' Romance']",126,7.7,69,377752
239,Encino Man,,PG,['Comedy'],88,5.8,25,41287
240,Miracle on 34th Street,,Not Rated,"['Comedy', ' Drama', ' Family']",96,7.9,88,48055
241,Life of Pi,,PG,"['Adventure', ' Drama', ' Fantasy']",127,7.9,79,630134
242,Noah,,PG-13,"['Action', ' Adventure', ' Drama']",138,5.8,68,256065
243,Jingle All the Way,,PG,"['Adventure', ' Comedy', ' Family']",89,5.7,34,104723
